VAR,Variable,UNIT,Measure,Country,Year,Value,Percentage of graduates contributed by country
HOPITPOH,Beds in publicly owned hospitals,NOMBRENB,Number,Spain,2021,97297,
HOPINROH,Beds in not-for-profit privately owned hospitals,NOMBRENB,Number,Spain,2019,17525,
HOPINROH,Beds in not-for-profit privately owned hospitals,NOMBRENB,Number,Spain,2020,17281,
HOPINROH,Beds in not-for-profit privately owned hospitals,NOMBRENB,Number,Spain,2021,17024,
HOPIFROH,Beds in for-profit privately owned hospitals,NOMBRENB,Number,Spain,2019,26449,
HOPIFROH,Beds in for-profit privately owned hospitals,NOMBRENB,Number,Spain,2020,25937,
HOPIFROH,Beds in for-profit privately owned hospitals,NOMBRENB,Number,Spain,2021,26076,
IPINSCAN,"Computed Tomography scanners, total",NOMBRENB,Number,Spain,2019,905,
IPINSCAN,"Computed Tomography scanners, total",NOMBRENB,Number,Spain,2020,950,
IPINSCAN,"Computed Tomography scanners, total",NOMBRENB,Number,Spain,2021,1016,
IPINSCAH,"Computed Tomography scanners, in hospitals",NOMBRENB,Number,Spain,2019,803,
IPINSCAH,"Computed Tomography scanners, in hospitals",NOMBRENB,Number,Spain,2020,847,
IPINSCAH,"Computed Tomography scanners, in hospitals",NOMBRENB,Number,Spain,2021,912,
IPINSCAA,"Computed Tomography scanners, in ambulatory sector",NOMBRENB,Number,Spain,2019,102,
IPINSCAA,"Computed Tomography scanners, in ambulatory sector",NOMBRENB,Number,Spain,2020,103,
IPINSCAA,"Computed Tomography scanners, in ambulatory sector",NOMBRENB,Number,Spain,2021,104,
IPINMRIM,"Magnetic Resonance Imaging units, total",NOMBRENB,Number,Spain,2019,831,
IPINMRIM,"Magnetic Resonance Imaging units, total",NOMBRENB,Number,Spain,2020,865,
IPINMRIM,"Magnetic Resonance Imaging units, total",NOMBRENB,Number,Spain,2021,965,
IPINMRIH,"Magnetic Resonance Imaging units, in hospitals",NOMBRENB,Number,Spain,2019,608,
IPINMRIH,"Magnetic Resonance Imaging units, in hospitals",NOMBRENB,Number,Spain,2020,649,
IPINMRIH,"Magnetic Resonance Imaging units, in hospitals",NOMBRENB,Number,Spain,2021,752,
IPINMRIA,"Magnetic Resonance Imaging units, in ambulatory sector",NOMBRENB,Number,Spain,2019,223,
IPINMRIA,"Magnetic Resonance Imaging units, in ambulatory sector",NOMBRENB,Number,Spain,2020,216,
IPINMRIA,"Magnetic Resonance Imaging units, in ambulatory sector",NOMBRENB,Number,Spain,2021,213,
IPINPETS,"Positron Emission Tomography (PET) scanners, total",NOMBRENB,Number,Spain,2019,83,
IPINPETS,"Positron Emission Tomography (PET) scanners, total",NOMBRENB,Number,Spain,2020,88,
IPINPETS,"Positron Emission Tomography (PET) scanners, total",NOMBRENB,Number,Spain,2021,101,
IPINPETH,"Positron Emission Tomography (PET) scanners, in hospitals",NOMBRENB,Number,Spain,2019,76,
IPINPETH,"Positron Emission Tomography (PET) scanners, in hospitals",NOMBRENB,Number,Spain,2020,82,
IPINPETH,"Positron Emission Tomography (PET) scanners, in hospitals",NOMBRENB,Number,Spain,2021,95,
IPINPETA,"Positron Emission Tomography (PET) scanners, in ambulatory sector",NOMBRENB,Number,Spain,2019,7,
IPINPETA,"Positron Emission Tomography (PET) scanners, in ambulatory sector",NOMBRENB,Number,Spain,2020,6,
IPINPETA,"Positron Emission Tomography (PET) scanners, in ambulatory sector",NOMBRENB,Number,Spain,2021,6,
IPINGAMA,"Gamma cameras, total",NOMBRENB,Number,Spain,2019,314,
IPINGAMA,"Gamma cameras, total",NOMBRENB,Number,Spain,2020,320,
IPINGAMA,"Gamma cameras, total",NOMBRENB,Number,Spain,2021,345,
IPINGAMH,"Gamma cameras, in hospitals",NOMBRENB,Number,Spain,2019,297,
IPINGAMH,"Gamma cameras, in hospitals",NOMBRENB,Number,Spain,2020,306,
IPINGAMH,"Gamma cameras, in hospitals",NOMBRENB,Number,Spain,2021,331,
IPINGACA,"Gamma cameras, in ambulatory sector",NOMBRENB,Number,Spain,2019,17,
IPINGACA,"Gamma cameras, in ambulatory sector",NOMBRENB,Number,Spain,2020,14,
IPINGACA,"Gamma cameras, in ambulatory sector",NOMBRENB,Number,Spain,2021,14,
IPINMAMO,"Mammographs, total",NOMBRENB,Number,Spain,2019,777,
IPINMAMO,"Mammographs, total",NOMBRENB,Number,Spain,2020,786,
IPINMAMO,"Mammographs, total",NOMBRENB,Number,Spain,2021,820,
IPINMAMH,"Mammographs, in hospitals",NOMBRENB,Number,Spain,2019,648,
IPINMAMH,"Mammographs, in hospitals",NOMBRENB,Number,Spain,2020,663,
IPINMAMH,"Mammographs, in hospitals",NOMBRENB,Number,Spain,2021,691,
IPINMAMA,"Mammographs, in ambulatory sector",NOMBRENB,Number,Spain,2019,129,
IPINMAMA,"Mammographs, in ambulatory sector",NOMBRENB,Number,Spain,2020,123,
IPINMAMA,"Mammographs, in ambulatory sector",NOMBRENB,Number,Spain,2021,129,
IPINRTEQ,"Radiation therapy equipment, total",NOMBRENB,Number,Spain,2019,236,
IPINRTEQ,"Radiation therapy equipment, total",NOMBRENB,Number,Spain,2020,254,
IPINRTEQ,"Radiation therapy equipment, total",NOMBRENB,Number,Spain,2021,347,
IPINRTEH,"Radiation therapy equipment, in hospitals",NOMBRENB,Number,Spain,2019,228,
IPINRTEH,"Radiation therapy equipment, in hospitals",NOMBRENB,Number,Spain,2020,246,
IPINRTEH,"Radiation therapy equipment, in hospitals",NOMBRENB,Number,Spain,2021,339,
IPINRTEA,"Radiation therapy equipment, in ambulatory sector",NOMBRENB,Number,Spain,2019,8,
IPINRTEA,"Radiation therapy equipment, in ambulatory sector",NOMBRENB,Number,Spain,2020,8,
IPINRTEA,"Radiation therapy equipment, in ambulatory sector",NOMBRENB,Number,Spain,2021,8,
HOSPPUHO,Publicly owned hospitals,NOMBRENB,Number,Spain,2019,343,
HOSPPUHO,Publicly owned hospitals,NOMBRENB,Number,Spain,2020,342,
HOSPPUHO,Publicly owned hospitals,NOMBRENB,Number,Spain,2021,346,
HOSPNPHO,Not-for-profit privately owned hospitals,NOMBRENB,Number,Spain,2019,124,
HOSPNPHO,Not-for-profit privately owned hospitals,NOMBRENB,Number,Spain,2020,121,
HOSPNPHO,Not-for-profit privately owned hospitals,NOMBRENB,Number,Spain,2021,121,
HOSPFRHO,For-profit privately owned hospitals,NOMBRENB,Number,Spain,2019,310,
HOSPFRHO,For-profit privately owned hospitals,NOMBRENB,Number,Spain,2020,309,
HOSPFRHO,For-profit privately owned hospitals,NOMBRENB,Number,Spain,2021,309,
HOPITBED,Total hospital beds,NOMBRENB,Number,Sweden,2019,21280,
HOPITBED,Total hospital beds,NOMBRENB,Number,Sweden,2020,21183.91,
HOPITBED,Total hospital beds,NOMBRENB,Number,Sweden,2021,20840.58,
IPINSCAN,"Computed Tomography scanners, total",NOMBRENB,Number,Sweden,2019,269,
IPINSCAN,"Computed Tomography scanners, total",NOMBRENB,Number,Sweden,2020,293,
IPINSCAN,"Computed Tomography scanners, total",NOMBRENB,Number,Sweden,2021,240,
IPINSCAN,"Computed Tomography scanners, total",NOMBRENB,Number,Sweden,2022,240,
IPINSCAH,"Computed Tomography scanners, in hospitals",NOMBRENB,Number,Sweden,2019,269,
IPINSCAH,"Computed Tomography scanners, in hospitals",NOMBRENB,Number,Sweden,2020,293,
IPINSCAH,"Computed Tomography scanners, in hospitals",NOMBRENB,Number,Sweden,2021,240,
IPINSCAH,"Computed Tomography scanners, in hospitals",NOMBRENB,Number,Sweden,2022,240,
IPINSCAA,"Computed Tomography scanners, in ambulatory sector",NOMBRENB,Number,Sweden,2019,0,
IPINSCAA,"Computed Tomography scanners, in ambulatory sector",NOMBRENB,Number,Sweden,2020,0,
IPINSCAA,"Computed Tomography scanners, in ambulatory sector",NOMBRENB,Number,Sweden,2021,0,
IPINSCAA,"Computed Tomography scanners, in ambulatory sector",NOMBRENB,Number,Sweden,2022,0,
IPINMRIM,"Magnetic Resonance Imaging units, total",NOMBRENB,Number,Sweden,2019,171,
IPINMRIM,"Magnetic Resonance Imaging units, total",NOMBRENB,Number,Sweden,2020,191,
IPINMRIM,"Magnetic Resonance Imaging units, total",NOMBRENB,Number,Sweden,2021,179,
IPINMRIM,"Magnetic Resonance Imaging units, total",NOMBRENB,Number,Sweden,2022,183,
IPINMRIH,"Magnetic Resonance Imaging units, in hospitals",NOMBRENB,Number,Sweden,2019,171,
IPINMRIH,"Magnetic Resonance Imaging units, in hospitals",NOMBRENB,Number,Sweden,2020,191,
IPINMRIH,"Magnetic Resonance Imaging units, in hospitals",NOMBRENB,Number,Sweden,2021,179,
IPINMRIH,"Magnetic Resonance Imaging units, in hospitals",NOMBRENB,Number,Sweden,2022,183,
IPINMRIA,"Magnetic Resonance Imaging units, in ambulatory sector",NOMBRENB,Number,Sweden,2019,0,
IPINMRIA,"Magnetic Resonance Imaging units, in ambulatory sector",NOMBRENB,Number,Sweden,2020,0,
IPINMRIA,"Magnetic Resonance Imaging units, in ambulatory sector",NOMBRENB,Number,Sweden,2021,0,
IPINMRIA,"Magnetic Resonance Imaging units, in ambulatory sector",NOMBRENB,Number,Sweden,2022,0,
IPINPETS,"Positron Emission Tomography (PET) scanners, total",NOMBRENB,Number,Sweden,2019,23,
IPINPETS,"Positron Emission Tomography (PET) scanners, total",NOMBRENB,Number,Sweden,2020,24,
IPINPETS,"Positron Emission Tomography (PET) scanners, total",NOMBRENB,Number,Sweden,2021,25,
IPINPETS,"Positron Emission Tomography (PET) scanners, total",NOMBRENB,Number,Sweden,2022,27,
IPINPETH,"Positron Emission Tomography (PET) scanners, in hospitals",NOMBRENB,Number,Sweden,2019,23,
IPINPETH,"Positron Emission Tomography (PET) scanners, in hospitals",NOMBRENB,Number,Sweden,2020,24,
IPINPETH,"Positron Emission Tomography (PET) scanners, in hospitals",NOMBRENB,Number,Sweden,2021,25,
IPINPETH,"Positron Emission Tomography (PET) scanners, in hospitals",NOMBRENB,Number,Sweden,2022,27,
IPINPETA,"Positron Emission Tomography (PET) scanners, in ambulatory sector",NOMBRENB,Number,Sweden,2019,0,
IPINPETA,"Positron Emission Tomography (PET) scanners, in ambulatory sector",NOMBRENB,Number,Sweden,2020,0,
IPINPETA,"Positron Emission Tomography (PET) scanners, in ambulatory sector",NOMBRENB,Number,Sweden,2021,0,
IPINPETA,"Positron Emission Tomography (PET) scanners, in ambulatory sector",NOMBRENB,Number,Sweden,2022,0,
IPINGAMA,"Gamma cameras, total",NOMBRENB,Number,Sweden,2019,73,
IPINGAMA,"Gamma cameras, total",NOMBRENB,Number,Sweden,2020,76,
IPINGAMA,"Gamma cameras, total",NOMBRENB,Number,Sweden,2021,65,
IPINGAMA,"Gamma cameras, total",NOMBRENB,Number,Sweden,2022,64,
IPINGAMH,"Gamma cameras, in hospitals",NOMBRENB,Number,Sweden,2019,73,
IPINGAMH,"Gamma cameras, in hospitals",NOMBRENB,Number,Sweden,2020,76,
IPINGAMH,"Gamma cameras, in hospitals",NOMBRENB,Number,Sweden,2021,65,
IPINGAMH,"Gamma cameras, in hospitals",NOMBRENB,Number,Sweden,2022,64,
IPINGACA,"Gamma cameras, in ambulatory sector",NOMBRENB,Number,Sweden,2019,0,
IPINGACA,"Gamma cameras, in ambulatory sector",NOMBRENB,Number,Sweden,2020,0,
IPINGACA,"Gamma cameras, in ambulatory sector",NOMBRENB,Number,Sweden,2021,0,
IPINGACA,"Gamma cameras, in ambulatory sector",NOMBRENB,Number,Sweden,2022,0,
IPINMAMO,"Mammographs, total",NOMBRENB,Number,Sweden,2019,192,
IPINMAMO,"Mammographs, total",NOMBRENB,Number,Sweden,2020,198,
IPINMAMO,"Mammographs, total",NOMBRENB,Number,Sweden,2021,129,
IPINMAMO,"Mammographs, total",NOMBRENB,Number,Sweden,2022,129,
IPINMAMH,"Mammographs, in hospitals",NOMBRENB,Number,Sweden,2019,192,
IPINMAMH,"Mammographs, in hospitals",NOMBRENB,Number,Sweden,2020,198,
IPINMAMH,"Mammographs, in hospitals",NOMBRENB,Number,Sweden,2021,129,
IPINMAMH,"Mammographs, in hospitals",NOMBRENB,Number,Sweden,2022,129,
IPINMAMA,"Mammographs, in ambulatory sector",NOMBRENB,Number,Sweden,2019,0,
IPINMAMA,"Mammographs, in ambulatory sector",NOMBRENB,Number,Sweden,2020,0,
IPINMAMA,"Mammographs, in ambulatory sector",NOMBRENB,Number,Sweden,2021,0,
IPINMAMA,"Mammographs, in ambulatory sector",NOMBRENB,Number,Sweden,2022,0,
IPINRTEQ,"Radiation therapy equipment, total",NOMBRENB,Number,Sweden,2019,67,
IPINRTEQ,"Radiation therapy equipment, total",NOMBRENB,Number,Sweden,2020,66,
IPINRTEQ,"Radiation therapy equipment, total",NOMBRENB,Number,Sweden,2021,59,
IPINRTEQ,"Radiation therapy equipment, total",NOMBRENB,Number,Sweden,2022,61,
IPINRTEH,"Radiation therapy equipment, in hospitals",NOMBRENB,Number,Sweden,2019,67,
IPINRTEH,"Radiation therapy equipment, in hospitals",NOMBRENB,Number,Sweden,2020,66,
IPINRTEH,"Radiation therapy equipment, in hospitals",NOMBRENB,Number,Sweden,2021,59,
IPINRTEH,"Radiation therapy equipment, in hospitals",NOMBRENB,Number,Sweden,2022,61,
IPINRTEA,"Radiation therapy equipment, in ambulatory sector",NOMBRENB,Number,Sweden,2019,0,
IPINRTEA,"Radiation therapy equipment, in ambulatory sector",NOMBRENB,Number,Sweden,2020,0,
IPINRTEA,"Radiation therapy equipment, in ambulatory sector",NOMBRENB,Number,Sweden,2021,0,
IPINRTEA,"Radiation therapy equipment, in ambulatory sector",NOMBRENB,Number,Sweden,2022,0,
HOSPTHOS,Hospitals,NOMBRENB,Number,Switzerland,2019,281,
HOSPTHOS,Hospitals,NOMBRENB,Number,Switzerland,2020,276,
HOSPTHOS,Hospitals,NOMBRENB,Number,Switzerland,2021,276,
HOSPGHOS,General hospitals,NOMBRENB,Number,Switzerland,2019,105,
HOSPGHOS,General hospitals,NOMBRENB,Number,Switzerland,2020,106,
HOSPGHOS,General hospitals,NOMBRENB,Number,Switzerland,2021,104,
HOPITBED,Total hospital beds,NOMBRENB,Number,Switzerland,2019,39390,
HOPITBED,Total hospital beds,NOMBRENB,Number,Switzerland,2020,38705,
HOPITBED,Total hospital beds,NOMBRENB,Number,Switzerland,2021,38592,
IPINSCAN,"Computed Tomography scanners, total",NOMBRENB,Number,Switzerland,2019,332,
IPINSCAN,"Computed Tomography scanners, total",NOMBRENB,Number,Switzerland,2020,342,
IPINSCAN,"Computed Tomography scanners, total",NOMBRENB,Number,Switzerland,2021,340,
IPINSCAH,"Computed Tomography scanners, in hospitals",NOMBRENB,Number,Switzerland,2019,219,
IPINSCAH,"Computed Tomography scanners, in hospitals",NOMBRENB,Number,Switzerland,2020,226,
IPINSCAH,"Computed Tomography scanners, in hospitals",NOMBRENB,Number,Switzerland,2021,228,
IPINSCAA,"Computed Tomography scanners, in ambulatory sector",NOMBRENB,Number,Switzerland,2019,113,
IPINSCAA,"Computed Tomography scanners, in ambulatory sector",NOMBRENB,Number,Switzerland,2020,116,
IPINSCAA,"Computed Tomography scanners, in ambulatory sector",NOMBRENB,Number,Switzerland,2021,112,
IPINMRIH,"Magnetic Resonance Imaging units, in hospitals",NOMBRENB,Number,Switzerland,2019,215,
IPINMRIH,"Magnetic Resonance Imaging units, in hospitals",NOMBRENB,Number,Switzerland,2020,221,
IPINMRIH,"Magnetic Resonance Imaging units, in hospitals",NOMBRENB,Number,Switzerland,2021,224,
IPINPETS,"Positron Emission Tomography (PET) scanners, total",NOMBRENB,Number,Switzerland,2019,33,
IPINPETS,"Positron Emission Tomography (PET) scanners, total",NOMBRENB,Number,Switzerland,2020,34,
IPINPETS,"Positron Emission Tomography (PET) scanners, total",NOMBRENB,Number,Switzerland,2021,37,
IPINPETH,"Positron Emission Tomography (PET) scanners, in hospitals",NOMBRENB,Number,Switzerland,2019,33,
IPINPETH,"Positron Emission Tomography (PET) scanners, in hospitals",NOMBRENB,Number,Switzerland,2020,34,
IPINPETH,"Positron Emission Tomography (PET) scanners, in hospitals",NOMBRENB,Number,Switzerland,2021,37,
IPINPETA,"Positron Emission Tomography (PET) scanners, in ambulatory sector",NOMBRENB,Number,Switzerland,2019,0,
IPINPETA,"Positron Emission Tomography (PET) scanners, in ambulatory sector",NOMBRENB,Number,Switzerland,2020,0,
IPINPETA,"Positron Emission Tomography (PET) scanners, in ambulatory sector",NOMBRENB,Number,Switzerland,2021,0,
IPINGAMH,"Gamma cameras, in hospitals",NOMBRENB,Number,Switzerland,2019,61,
IPINGAMH,"Gamma cameras, in hospitals",NOMBRENB,Number,Switzerland,2020,64,
IPINGAMH,"Gamma cameras, in hospitals",NOMBRENB,Number,Switzerland,2021,64,
IPINMAMO,"Mammographs, total",NOMBRENB,Number,Switzerland,2019,251,
IPINMAMO,"Mammographs, total",NOMBRENB,Number,Switzerland,2020,256,
IPINMAMO,"Mammographs, total",NOMBRENB,Number,Switzerland,2021,260,
IPINRTEQ,"Radiation therapy equipment, total",NOMBRENB,Number,Switzerland,2019,164,
IPINRTEQ,"Radiation therapy equipment, total",NOMBRENB,Number,Switzerland,2020,162,
IPINRTEH,"Radiation therapy equipment, in hospitals",NOMBRENB,Number,Switzerland,2019,62,
IPINRTEH,"Radiation therapy equipment, in hospitals",NOMBRENB,Number,Switzerland,2020,67,
IPINRTEH,"Radiation therapy equipment, in hospitals",NOMBRENB,Number,Switzerland,2021,68,
IPINRTEA,"Radiation therapy equipment, in ambulatory sector",NOMBRENB,Number,Switzerland,2019,102,
IPINRTEA,"Radiation therapy equipment, in ambulatory sector",NOMBRENB,Number,Switzerland,2020,95,
HOSPTHOS,Hospitals,NOMBRENB,Number,TÃ¼rkiye,2019,1538,
HOSPTHOS,Hospitals,NOMBRENB,Number,TÃ¼rkiye,2020,1534,
HOSPTHOS,Hospitals,NOMBRENB,Number,TÃ¼rkiye,2021,1547,
HOSPGHOS,General hospitals,NOMBRENB,Number,TÃ¼rkiye,2019,1427,
HOSPGHOS,General hospitals,NOMBRENB,Number,TÃ¼rkiye,2020,1429,
HOSPGHOS,General hospitals,NOMBRENB,Number,TÃ¼rkiye,2021,1445,
HOPITBED,Total hospital beds,NOMBRENB,Number,TÃ¼rkiye,2019,237504,
HOPITBED,Total hospital beds,NOMBRENB,Number,TÃ¼rkiye,2020,251182,
HOPITBED,Total hospital beds,NOMBRENB,Number,TÃ¼rkiye,2021,254497,
HOPITPOH,Beds in publicly owned hospitals,NOMBRENB,Number,TÃ¼rkiye,2019,181556,
HOPITPOH,Beds in publicly owned hospitals,NOMBRENB,Number,TÃ¼rkiye,2020,193942,
HOPITPOH,Beds in publicly owned hospitals,NOMBRENB,Number,TÃ¼rkiye,2021,195682,
HOPINROH,Beds in not-for-profit privately owned hospitals,NOMBRENB,Number,TÃ¼rkiye,2019,0,
HOPINROH,Beds in not-for-profit privately owned hospitals,NOMBRENB,Number,TÃ¼rkiye,2020,0,
HOPINROH,Beds in not-for-profit privately owned hospitals,NOMBRENB,Number,TÃ¼rkiye,2021,0,
HOPIFROH,Beds in for-profit privately owned hospitals,NOMBRENB,Number,TÃ¼rkiye,2019,55948,
HOPIFROH,Beds in for-profit privately owned hospitals,NOMBRENB,Number,TÃ¼rkiye,2020,57240,
HOPIFROH,Beds in for-profit privately owned hospitals,NOMBRENB,Number,TÃ¼rkiye,2021,58815,
IPINSCAN,"Computed Tomography scanners, total",NOMBRENB,Number,TÃ¼rkiye,2019,1213,
IPINSCAN,"Computed Tomography scanners, total",NOMBRENB,Number,TÃ¼rkiye,2020,1248,
IPINSCAN,"Computed Tomography scanners, total",NOMBRENB,Number,TÃ¼rkiye,2021,1271,
IPINMRIM,"Magnetic Resonance Imaging units, total",NOMBRENB,Number,TÃ¼rkiye,2019,902,
IPINMRIM,"Magnetic Resonance Imaging units, total",NOMBRENB,Number,TÃ¼rkiye,2020,939,
IPINMRIM,"Magnetic Resonance Imaging units, total",NOMBRENB,Number,TÃ¼rkiye,2021,960,
IPINPETS,"Positron Emission Tomography (PET) scanners, total",NOMBRENB,Number,TÃ¼rkiye,2019,138,
IPINPETS,"Positron Emission Tomography (PET) scanners, total",NOMBRENB,Number,TÃ¼rkiye,2020,144,
IPINPETS,"Positron Emission Tomography (PET) scanners, total",NOMBRENB,Number,TÃ¼rkiye,2021,150,
IPINGAMA,"Gamma cameras, total",NOMBRENB,Number,TÃ¼rkiye,2019,277,
IPINGAMA,"Gamma cameras, total",NOMBRENB,Number,TÃ¼rkiye,2020,273,
IPINGAMA,"Gamma cameras, total",NOMBRENB,Number,TÃ¼rkiye,2021,266,
IPINMAMO,"Mammographs, total",NOMBRENB,Number,TÃ¼rkiye,2019,961,
IPINMAMO,"Mammographs, total",NOMBRENB,Number,TÃ¼rkiye,2020,982,
IPINMAMO,"Mammographs, total",NOMBRENB,Number,TÃ¼rkiye,2021,964,
IPINRTEQ,"Radiation therapy equipment, total",NOMBRENB,Number,TÃ¼rkiye,2019,235,
IPINRTEQ,"Radiation therapy equipment, total",NOMBRENB,Number,TÃ¼rkiye,2020,245,
IPINRTEQ,"Radiation therapy equipment, total",NOMBRENB,Number,TÃ¼rkiye,2021,248,
HOSPPUHO,Publicly owned hospitals,NOMBRENB,Number,TÃ¼rkiye,2019,945,
HOSPPUHO,Publicly owned hospitals,NOMBRENB,Number,TÃ¼rkiye,2020,950,
HOSPPUHO,Publicly owned hospitals,NOMBRENB,Number,TÃ¼rkiye,2021,958,
HOSPNPHO,Not-for-profit privately owned hospitals,NOMBRENB,Number,TÃ¼rkiye,2019,0,
HOSPNPHO,Not-for-profit privately owned hospitals,NOMBRENB,Number,TÃ¼rkiye,2020,0,
HOSPNPHO,Not-for-profit privately owned hospitals,NOMBRENB,Number,TÃ¼rkiye,2021,0,
HOSPFRHO,For-profit privately owned hospitals,NOMBRENB,Number,TÃ¼rkiye,2019,593,
HOSPFRHO,For-profit privately owned hospitals,NOMBRENB,Number,TÃ¼rkiye,2020,584,
HOSPFRHO,For-profit privately owned hospitals,NOMBRENB,Number,TÃ¼rkiye,2021,589,
HOSPTHOS,Hospitals,NOMBRENB,Number,United Kingdom,2019,1978,
HOSPTHOS,Hospitals,NOMBRENB,Number,United Kingdom,2020,1921,
HOSPTHOS,Hospitals,NOMBRENB,Number,United Kingdom,2021,1996,
HOSPTHOS,Hospitals,NOMBRENB,Number,United Kingdom,2022,2001,
HOSPGHOS,General hospitals,NOMBRENB,Number,United Kingdom,2019,764,
HOSPGHOS,General hospitals,NOMBRENB,Number,United Kingdom,2020,727,
HOSPGHOS,General hospitals,NOMBRENB,Number,United Kingdom,2021,802,
HOSPGHOS,General hospitals,NOMBRENB,Number,United Kingdom,2022,807,
HOPITBED,Total hospital beds,NOMBRENB,Number,United Kingdom,2019,163873,
HOPITBED,Total hospital beds,NOMBRENB,Number,United Kingdom,2020,162723,
HOPITBED,Total hospital beds,NOMBRENB,Number,United Kingdom,2021,162951,
HOPITBED,Total hospital beds,NOMBRENB,Number,United Kingdom,2022,165070,
HOPITPOH,Beds in publicly owned hospitals,NOMBRENB,Number,United Kingdom,2019,163873,
HOPITPOH,Beds in publicly owned hospitals,NOMBRENB,Number,United Kingdom,2020,162723,
HOPITPOH,Beds in publicly owned hospitals,NOMBRENB,Number,United Kingdom,2021,162951,
HOPITPOH,Beds in publicly owned hospitals,NOMBRENB,Number,United Kingdom,2022,165070,
IPINSCAH,"Computed Tomography scanners, in hospitals",NOMBRENB,Number,United Kingdom,2019,585,
IPINSCAH,"Computed Tomography scanners, in hospitals",NOMBRENB,Number,United Kingdom,2020,602,
IPINSCAH,"Computed Tomography scanners, in hospitals",NOMBRENB,Number,United Kingdom,2021,675,
IPINMRIH,"Magnetic Resonance Imaging units, in hospitals",NOMBRENB,Number,United Kingdom,2019,491,
IPINMRIH,"Magnetic Resonance Imaging units, in hospitals",NOMBRENB,Number,United Kingdom,2020,522,
IPINMRIH,"Magnetic Resonance Imaging units, in hospitals",NOMBRENB,Number,United Kingdom,2021,577,
IPINPETH,"Positron Emission Tomography (PET) scanners, in hospitals",NOMBRENB,Number,United Kingdom,2019,24,
IPINPETH,"Positron Emission Tomography (PET) scanners, in hospitals",NOMBRENB,Number,United Kingdom,2020,27,
IPINPETH,"Positron Emission Tomography (PET) scanners, in hospitals",NOMBRENB,Number,United Kingdom,2021,34,
IPINGAMH,"Gamma cameras, in hospitals",NOMBRENB,Number,United Kingdom,2019,325,
IPINGAMH,"Gamma cameras, in hospitals",NOMBRENB,Number,United Kingdom,2020,335,
IPINGAMH,"Gamma cameras, in hospitals",NOMBRENB,Number,United Kingdom,2021,319,
IPINMAMH,"Mammographs, in hospitals",NOMBRENB,Number,United Kingdom,2019,545,
IPINMAMH,"Mammographs, in hospitals",NOMBRENB,Number,United Kingdom,2020,598,
IPINMAMH,"Mammographs, in hospitals",NOMBRENB,Number,United Kingdom,2021,756,
HOSPPUHO,Publicly owned hospitals,NOMBRENB,Number,United Kingdom,2019,1978,
HOSPPUHO,Publicly owned hospitals,NOMBRENB,Number,United Kingdom,2020,1921,
HOSPPUHO,Publicly owned hospitals,NOMBRENB,Number,United Kingdom,2021,1996,
HOSPPUHO,Publicly owned hospitals,NOMBRENB,Number,United Kingdom,2022,2001,
HOSPTHOS,Hospitals,NOMBRENB,Number,United States,2019,6090,
HOSPTHOS,Hospitals,NOMBRENB,Number,United States,2020,6093,
HOSPTHOS,Hospitals,NOMBRENB,Number,United States,2021,6129,
HOSPGHOS,General hospitals,NOMBRENB,Number,United States,2019,4481,
HOSPGHOS,General hospitals,NOMBRENB,Number,United States,2020,4474,
HOSPGHOS,General hospitals,NOMBRENB,Number,United States,2021,4479,
HOPITBED,Total hospital beds,NOMBRENB,Number,United States,2019,919559,
HOPITBED,Total hospital beds,NOMBRENB,Number,United States,2020,920531,
HOPITBED,Total hospital beds,NOMBRENB,Number,United States,2021,919649,
HOPITPOH,Beds in publicly owned hospitals,NOMBRENB,Number,United States,2019,198242,
HOPITPOH,Beds in publicly owned hospitals,NOMBRENB,Number,United States,2020,197847,
HOPITPOH,Beds in publicly owned hospitals,NOMBRENB,Number,United States,2021,195944,
HOPINROH,Beds in not-for-profit privately owned hospitals,NOMBRENB,Number,United States,2019,559761,
HOPINROH,Beds in not-for-profit privately owned hospitals,NOMBRENB,Number,United States,2020,562379,
HOPINROH,Beds in not-for-profit privately owned hospitals,NOMBRENB,Number,United States,2021,562973,
HOPIFROH,Beds in for-profit privately owned hospitals,NOMBRENB,Number,United States,2019,161556,
HOPIFROH,Beds in for-profit privately owned hospitals,NOMBRENB,Number,United States,2020,160305,
HOPIFROH,Beds in for-profit privately owned hospitals,NOMBRENB,Number,United States,2021,160732,
IPINSCAN,"Computed Tomography scanners, total",NOMBRENB,Number,United States,2019,14750,
IPINSCAN,"Computed Tomography scanners, total",NOMBRENB,Number,United States,2020,14115,
IPINSCAN,"Computed Tomography scanners, total",NOMBRENB,Number,United States,2021,14150,
IPINSCAH,"Computed Tomography scanners, in hospitals",NOMBRENB,Number,United States,2019,9320,
IPINSCAH,"Computed Tomography scanners, in hospitals",NOMBRENB,Number,United States,2020,8845,
IPINSCAH,"Computed Tomography scanners, in hospitals",NOMBRENB,Number,United States,2021,8965,
IPINSCAA,"Computed Tomography scanners, in ambulatory sector",NOMBRENB,Number,United States,2019,5430,
IPINSCAA,"Computed Tomography scanners, in ambulatory sector",NOMBRENB,Number,United States,2020,5270,
IPINSCAA,"Computed Tomography scanners, in ambulatory sector",NOMBRENB,Number,United States,2021,5185,
IPINMRIM,"Magnetic Resonance Imaging units, total",NOMBRENB,Number,United States,2019,13275,
IPINMRIM,"Magnetic Resonance Imaging units, total",NOMBRENB,Number,United States,2020,11490,
